"","CPSID","CPSIDP","public_housing","age","female","race","marital_status","veteran","employed","education","worked_last_year","total_income_last_year","wage_income_last_year","own_farm_income_last_year","private_health_insurance","medicaid","class_of_worker","class_of_worker_last_year","union","earnings"
"74038",20181206836800,20181206836802,NA,51,1,1,2,0,1,123,1,42010,42000,0,1,0,21,22,0,2884
"74041",20181206854700,20181206854701,NA,53,1,1,1,0,1,73,1,16500,16500,0,0,0,21,22,0,275
"74043",20181206854700,20181206854703,NA,72,0,1,4,0,1,30,1,91659,70000,0,0,0,21,22,0,364
"74123",20171206988200,20171206988201,0,28,0,1,6,0,1,81,1,18601,18000,0,1,0,21,22,0,346
"74124",20171206991000,20171206991001,0,63,1,1,5,0,1,81,1,24000,24000,0,1,0,21,22,0,400
"74173",20181206825000,20181206825001,NA,61,1,1,4,0,1,123,1,30602,30000,0,1,0,28,28,1,923
"74179",20181206858000,20181206858001,NA,39,1,1,4,0,1,123,1,77020,74000,0,1,0,28,28,0,1423
"74187",20171206985000,20171206985001,0,40,1,1,4,0,1,73,1,24001,24000,0,0,1,21,22,0,504
"74189",20171206985000,20171206985007,0,38,0,1,4,0,1,60,1,24000,24000,0,0,0,21,22,0,600
"74193",20171206971900,20171206971902,NA,55,0,1,1,1,1,73,1,13500,13500,0,1,0,21,22,0,394
"74201",20181206811200,20181206811201,NA,32,1,1,6,0,1,125,1,49056,47000,0,1,0,21,22,0,1096
"74202",20181206811200,20181206811202,NA,30,0,1,6,0,1,111,1,39009,39000,0,1,0,28,28,1,2884
"74232",20181206812400,20181206812401,NA,43,0,1,1,0,1,73,1,28750,28600,0,1,0,21,22,0,420
"74233",20181206812400,20181206812402,NA,43,1,1,1,0,1,73,1,47500,45000,0,1,0,21,22,0,500
"74247",20171206926500,20171206926501,NA,23,1,1,1,0,1,81,1,10000,10000,0,1,0,21,22,0,120
"74248",20171206926500,20171206926502,NA,27,0,1,1,0,1,81,1,75000,75000,0,1,0,21,22,0,NA
"74257",20181206823100,20181206823101,0,25,1,1,1,0,1,111,1,29202,25000,0,1,0,21,22,1,808
"74258",20181206823100,20181206823102,0,25,0,1,1,0,1,73,1,52420,52000,0,1,0,21,22,1,1200
"74265",20181206877400,20181206877402,NA,68,1,1,1,0,1,73,1,79600,79600,0,1,0,25,25,0,1600
"74266",20181206877400,20181206877403,NA,40,0,1,4,0,1,73,1,28800,28800,0,1,0,25,25,1,612
"74285",20171207007900,20171207007903,NA,50,1,1,4,0,1,73,1,30000,30000,0,1,0,21,22,1,577
"74330",20181206840100,20181206840101,NA,68,0,1,1,0,1,73,1,56000,56000,0,1,0,27,27,0,1077
"74331",20181206840100,20181206840102,NA,66,1,1,1,0,1,111,1,55100,55000,0,1,0,21,22,0,976
"74345",20181206875800,20181206875801,NA,35,1,1,6,0,1,111,1,50000,50000,0,0,0,21,22,0,277
"74346",20181206875800,20181206875802,NA,44,0,1,4,0,1,111,1,10000,10000,0,1,0,21,22,0,450
"74355",20171206977300,20171206977303,NA,51,0,1,6,0,1,111,1,27000,27000,0,1,0,21,22,0,500
"74500",20171206990900,20171206990901,NA,51,0,1,1,0,1,73,1,55900,55000,0,1,0,21,22,0,1523
"74501",20171206990900,20171206990902,NA,55,1,1,1,0,1,73,1,50000,50000,0,1,0,28,22,0,333
"74522",20171206953600,20171206953601,NA,52,0,1,1,1,1,81,1,102669,62000,0,0,0,21,22,1,1209
"74523",20171206953600,20171206953602,NA,47,1,1,1,0,1,73,1,24337,24000,0,0,0,21,22,0,488
"74524",20171206953600,20171206953603,NA,19,1,1,6,1,1,81,1,39015,28000,0,0,0,21,22,0,560
"74529",20181206869900,20181206869903,NA,54,0,1,6,0,1,73,1,45000,40000,0,1,0,21,22,0,769
"74544",20181206885800,20181206885801,NA,37,0,1,1,0,1,92,1,89575,82000,0,1,0,21,22,0,1923
"74545",20181206885800,20181206885802,NA,29,0,1,1,0,1,73,1,37060,37000,0,1,0,21,22,0,769
"74547",20181206809000,20181206809002,NA,63,1,1,1,0,1,73,1,61380,61000,0,0,0,25,25,1,1192
"74575",20171207011900,20171207011901,NA,36,0,1,1,1,1,73,1,62730,57100,0,1,0,28,28,0,1019
"74576",20171207011900,20171207011902,NA,37,1,1,1,0,1,81,1,23005,23000,0,1,0,21,22,0,500
"74601",20171207016800,20171207016801,0,25,0,1,6,0,1,73,1,28201,28000,0,0,1,21,22,0,670
"74633",20181206887900,20181206887901,NA,50,0,1,1,0,1,81,1,46020,42000,0,1,0,21,22,0,674
"74634",20181206887900,20181206887902,NA,43,1,1,1,0,1,92,1,50300,49000,0,1,0,25,28,1,580
"74638",20181206880800,20181206880801,NA,66,0,1,1,0,1,81,1,50261,48000,0,1,0,21,22,1,962
"74640",20181206880800,20181206880803,NA,35,1,1,4,0,1,81,1,20074,20000,0,1,0,21,22,0,1153
"74663",20171207006000,20171207006001,0,33,1,1,4,0,1,73,1,40300,40000,0,0,1,21,22,0,865
"74668",20171207006000,20171207006006,0,57,1,1,4,0,1,73,1,25000,25000,0,1,0,21,22,0,278
"74669",20181206806000,20181206806001,NA,44,0,1,1,0,1,81,1,30760,30000,0,1,0,28,22,0,238
"74670",20181206806000,20181206806002,NA,40,1,1,1,0,1,92,1,51002,41000,0,1,0,21,22,0,543
"74804",20181206883400,20181206883402,NA,59,1,1,1,0,1,73,1,27000,27000,0,0,0,21,22,0,865
"74806",20171207002300,20171207002302,NA,46,0,1,1,0,1,73,1,56804,52800,0,1,0,21,22,0,865
"74837",20171206960800,20171206960801,NA,56,0,1,1,0,1,73,1,49504,44000,0,1,0,28,22,0,763
"74838",20171206960800,20171206960802,NA,55,1,1,1,0,1,73,1,18085,18000,0,1,0,21,22,0,510
"74854",20181206847600,20181206847603,NA,30,1,1,6,0,1,111,1,15006,15000,0,0,1,21,22,0,220
"74855",20181206817100,20181206817101,NA,73,1,1,4,0,1,81,1,18859,800,0,0,0,21,22,0,108
"74856",20181206898100,20181206898101,0,59,1,1,4,0,1,111,1,55000,55000,0,1,0,21,22,0,600
"74870",20171206923500,20171206923501,NA,37,1,1,4,0,1,92,1,75501,75000,0,1,0,21,22,0,798
"74879",20181206898200,20181206898201,0,44,1,1,1,0,1,40,1,25130,25129,0,1,0,21,22,0,469
"74880",20181206898200,20181206898202,0,48,0,1,1,0,1,30,1,19274,19264,0,1,0,21,22,0,466
"74945",20181206856700,20181206856701,NA,57,0,1,2,0,1,73,1,38100,34000,0,1,0,21,22,0,690
"74980",20171207003400,20171207003401,NA,33,1,1,4,0,1,125,1,117327,115000,0,1,0,21,22,0,884
"74982",20181206885600,20181206885601,NA,67,0,1,1,0,1,73,1,38215,5000,0,1,0,21,22,0,96
"75013",20171206996200,20171206996201,0,33,1,1,4,0,1,125,1,121717,120500,0,1,0,21,22,0,884
"75058",20171207017100,20171207017101,NA,38,0,1,4,1,1,81,1,82500,82000,0,1,0,21,22,1,980
"75073",20171207011000,20171207011001,NA,49,0,1,4,0,1,111,1,205800,102000,0,1,0,28,28,0,1153
"75080",20190306851600,20190306851602,NA,39,1,1,1,0,1,73,1,13600,12000,0,1,0,21,22,0,210
"75102",20171206985300,20171206985305,NA,40,1,1,4,0,1,81,1,43208,43000,0,1,0,28,28,0,831
"75106",20171206985300,20171206985309,NA,42,0,1,6,0,1,81,1,50000,50000,0,1,0,21,22,0,1000
"75123",20171207002200,20171207002201,NA,29,1,1,1,0,1,123,1,47000,47000,0,1,0,27,27,0,2077
"75124",20171207002200,20171207002202,NA,24,0,1,1,0,1,73,1,50800,49000,0,1,0,21,22,0,2000
"75153",20181206803500,20181206803501,NA,70,0,1,1,0,1,111,1,76220,21200,0,1,0,21,22,0,406
"75155",20181206855200,20181206855201,NA,79,1,1,1,0,1,111,1,32161,2987,-987,1,0,27,27,0,85
"75156",20181206855200,20181206855202,NA,80,0,1,1,0,1,125,1,259841,212105,0,1,0,27,27,0,2885
"75162",20171206935700,20171206935701,0,22,1,1,6,0,1,111,1,45203,45000,0,0,0,21,22,0,1194
"75163",20171206935700,20171206935702,0,22,0,1,6,0,1,73,1,20820,20800,0,0,0,21,22,0,576
"75174",20171206984300,20171206984302,0,32,0,6,6,0,1,125,1,8800,6000,0,1,0,21,22,0,1000
"75175",20171206935000,20171206935001,0,27,1,1,3,0,1,111,1,50000,48000,0,1,0,21,22,0,231
"75176",20181206893200,20181206893201,0,24,1,1,6,0,1,111,1,6500,6500,0,1,0,21,22,0,300
"75177",20181206893200,20181206893202,0,30,0,1,6,0,1,111,1,42002,42000,1,1,0,21,22,0,200
"75180",20181206820200,20181206820204,0,22,0,1,6,0,1,81,1,87,87,0,1,0,27,27,0,482
"75193",20181206820100,20181206820101,NA,49,0,8,4,1,1,91,1,26001,26000,0,1,0,21,22,0,500
"75194",20181206853400,20181206853401,NA,46,0,1,1,0,1,73,1,17600,17600,0,0,1,21,28,0,730
"75195",20181206853400,20181206853402,NA,41,1,1,1,0,1,73,1,24960,24960,0,0,1,21,22,0,480
"75216",20171206983800,20171206983801,NA,62,0,1,1,0,1,30,1,35065,35000,0,1,0,27,27,1,760
"75217",20171206983800,20171206983802,NA,61,1,1,1,0,1,73,1,40001,40000,0,1,0,21,22,0,680
"75218",20171206924600,20171206924601,NA,58,0,1,1,0,1,92,1,170200,165000,0,1,0,21,22,0,1900
"75219",20171206924600,20171206924602,NA,48,1,1,1,0,1,111,1,52000,50000,0,1,0,21,22,0,653
"75226",20190306831400,20190306831401,0,57,0,1,6,0,1,81,1,37100,32000,0,0,1,21,22,0,1280
"75229",20171207000300,20171207000301,NA,39,0,1,4,0,1,123,1,44095,42000,0,0,0,28,28,0,1050
"75240",20181206834600,20181206834602,NA,42,0,1,1,0,1,60,1,27000,27000,0,0,1,21,22,0,600
"75241",20181206834600,20181206834605,NA,21,1,8,6,0,1,50,1,1800,1800,0,0,1,21,22,0,250
"75260",20181206810900,20181206810902,NA,64,0,1,1,0,1,92,1,183000,180000,0,1,0,21,22,0,1500
"75314",20181206811000,20181206811001,NA,28,0,1,1,0,1,73,1,42530,42000,0,1,0,21,22,0,805
"75315",20181206811000,20181206811002,NA,31,1,1,1,0,1,81,1,35600,35000,0,1,0,21,22,0,500
"75327",20171206949300,20171206949301,NA,25,1,1,4,0,1,111,1,32082,32000,0,1,0,21,22,0,674
"75328",20171206949300,20171206949302,NA,25,0,1,6,0,1,91,1,34984,29600,0,1,0,21,22,0,680
"75330",20181206870100,20181206870102,NA,57,0,1,1,0,1,73,1,47000,47000,0,1,0,21,22,0,1386
"75332",20171206984600,20171206984601,NA,55,0,1,1,0,1,73,1,27664,23283,0,1,0,27,22,0,769
"75346",20171204791300,20171204791303,0,19,0,1,6,0,1,50,1,1800,1800,0,0,1,21,22,0,216
"75400",20171204791900,20171204791901,NA,36,0,1,1,0,1,73,1,16000,16000,0,0,0,21,22,0,471
"75522",20171204797500,20171204797501,0,45,0,1,1,1,1,92,1,79260,34000,0,1,0,25,25,0,692
"75539",20181204694200,20181204694201,0,69,0,1,6,1,1,111,1,162656,160000,0,1,0,21,25,0,1653
"75601",20181204685100,20181204685101,1,46,1,1,4,0,1,91,1,24682,23000,0,1,0,21,22,0,450
"75607",20181204689100,20181204689101,NA,31,1,1,1,0,1,81,1,20507,20500,0,1,0,21,22,0,423
"75608",20181204689100,20181204689102,NA,31,0,1,1,0,1,73,1,75007,75000,0,1,0,21,22,0,1500
"75621",20181204705900,20181204705901,0,51,1,1,1,0,1,81,1,60338,60000,0,1,0,21,22,0,1154
"75622",20181204705900,20181204705902,0,54,0,1,1,0,1,81,1,62015,60000,0,1,0,21,22,0,960
"75630",20181204696900,20181204696901,0,36,0,1,6,0,1,73,1,12000,12000,0,0,0,21,22,0,391
"75648",20181204683900,20181204683901,NA,47,0,1,1,0,1,123,1,77232,76000,0,1,0,27,27,0,1462
"75649",20181204683900,20181204683902,NA,43,1,1,1,0,1,81,1,11032,11000,0,1,0,27,27,0,250
"75650",20181204683900,20181204683906,NA,20,0,1,6,0,1,81,1,11274,1550,0,1,0,21,22,0,77
"75651",20181204683900,20181204683905,NA,18,0,1,6,0,1,73,1,9764,9750,0,1,0,21,22,0,320
"75661",20171204777700,20171204777701,NA,30,1,1,1,0,1,81,1,24002,24000,0,1,0,28,22,0,350
"75662",20171204777700,20171204777702,NA,36,0,1,1,0,1,73,1,65500,60000,0,1,0,21,22,0,765
"75676",20181204714300,20181204714301,NA,51,1,1,4,0,1,111,1,51206,51000,0,1,0,21,22,0,1177
"75677",20181204714300,20181204714302,NA,22,0,1,6,0,1,92,1,3321,3300,0,1,0,21,22,0,109
"75684",20181204704700,20181204704701,NA,41,0,1,1,0,1,73,1,37019,37000,0,1,1,21,22,0,900
"75685",20181204704700,20181204704702,NA,35,1,1,1,0,1,50,1,21019,21000,0,0,1,21,22,0,360
"75770",20171204771300,20171204771302,NA,65,1,1,1,0,1,73,1,35000,35000,0,1,0,28,28,0,836
"75785",20181204708000,20181204708004,NA,39,0,3,2,0,1,40,1,23000,23000,0,0,1,21,22,0,1000
"75812",20171204795400,20171204795402,NA,20,0,3,6,0,1,73,1,9002,9000,0,0,1,21,22,0,425
"75922",20181204696000,20181204696001,0,40,1,1,1,0,1,73,1,10474,10472,0,1,0,21,22,0,245
"75923",20181204696000,20181204696002,0,43,0,1,1,0,1,73,1,37505,37000,0,1,0,21,22,0,744
"75925",20181204716600,20181204716602,NA,42,0,1,6,0,1,40,1,32000,32000,0,0,0,21,22,0,605
"75938",20171204782600,20171204782601,1,28,1,1,6,0,1,111,1,56900,50000,0,1,0,21,22,0,1000
"75956",20171204796900,20171204796901,NA,53,0,1,1,0,1,73,1,85060,80000,0,0,0,21,22,0,1500
"75962",20171204801600,20171204801601,0,31,0,1,4,0,1,92,1,54010,52000,0,1,0,21,22,0,1084
"75965",20181204705700,20181204705701,NA,31,1,1,4,0,1,73,1,4400,4400,0,0,1,21,22,0,500
"75993",20181204652700,20181204652701,NA,67,0,1,2,0,1,125,1,129026,120000,0,1,0,28,28,0,2300
"76050",20171204802700,20171204802701,NA,64,1,1,5,0,1,111,1,130200,45000,0,1,0,21,22,0,865
"76116",20181204705600,20181204705601,NA,21,0,1,1,0,1,73,1,20000,20000,0,1,1,21,22,0,385
"76117",20181204705600,20181204705602,NA,20,1,1,1,0,1,73,1,10000,10000,0,0,1,21,22,0,300
"76139",20171204836900,20171204836901,NA,47,1,1,1,0,1,111,1,46007,45000,0,1,0,21,22,0,903
"76140",20171204836900,20171204836902,NA,49,0,1,1,0,1,111,1,87007,30000,0,1,0,21,22,0,1923
"76169",20181204722000,20181204722002,NA,64,0,1,1,0,1,81,1,94020,68000,0,1,0,28,28,0,1115
"76181",20181204747700,20181204747701,NA,35,0,1,1,0,1,111,1,52506,52000,0,1,0,21,22,0,1450
"76182",20181204747700,20181204747702,NA,35,1,1,1,0,1,111,1,45150,40000,0,1,0,21,22,0,588
"76193",20171204822800,20171204822801,NA,50,0,1,1,0,1,92,1,117000,110000,0,1,0,25,25,1,1154
"76222",20171204820200,20171204820205,NA,18,1,1,6,0,1,73,1,28000,12000,0,0,1,21,22,0,324
"76288",20171204832600,20171204832602,NA,33,0,1,4,0,1,50,1,9000,9000,0,0,0,21,22,0,264
"76291",20171204832800,20171204832802,NA,56,1,1,1,0,1,92,1,46010,46000,0,1,0,28,28,0,1346
"76304",20171204813400,20171204813401,1,25,0,1,6,0,1,73,1,40001,40000,0,1,0,21,22,0,800
"76319",20171204835000,20171204835001,NA,47,0,1,1,0,1,91,1,36000,36000,0,1,0,28,28,0,800
"76320",20171204835000,20171204835002,NA,48,1,1,1,0,1,123,1,79999,79999,0,1,0,28,28,0,1840
"76322",20171204813800,20171204813801,NA,74,1,1,4,0,1,73,1,42507,17000,0,1,0,21,22,0,342
"76324",20181204737000,20181204737002,NA,56,1,1,1,0,1,124,1,10978,10000,0,1,0,21,22,0,2692
"76325",20181204737000,20181204737003,NA,59,0,1,1,1,1,123,1,89500,80000,0,1,0,21,22,0,1240
"76353",20181204722900,20181204722901,NA,42,0,1,5,0,1,73,1,55014,55000,0,1,0,21,22,0,510
"76354",20181204722900,20181204722903,NA,17,0,1,6,0,1,50,0,0,0,0,1,0,21,0,0,160
"76369",20181204728800,20181204728801,NA,27,1,1,1,0,1,123,1,75169,75000,0,1,0,21,22,0,1731
"76370",20181204728800,20181204728802,NA,32,0,1,1,0,1,111,1,55326,55000,0,1,0,21,22,0,1154
"76380",20181204746900,20181204746901,NA,58,0,1,3,0,1,81,1,110013,59500,0,1,0,21,22,0,1635
"76385",20171204822500,20171204822501,NA,52,1,1,3,0,1,123,1,95306,95000,0,1,0,27,28,0,615
"76386",20171204822500,20171204822502,NA,25,1,1,6,0,1,81,1,15000,15000,0,1,0,27,27,0,550
"76416",20181204728100,20181204728101,NA,52,0,2,4,0,1,111,1,52003,52002,0,1,0,21,22,0,840
"76423",20171204837800,20171204837801,0,51,0,2,6,0,1,60,1,30250,30000,0,1,0,21,22,0,582
"76474",20171204834800,20171204834802,NA,36,0,6,1,0,1,123,1,45200,45000,0,1,0,21,22,0,1691
"76476",20171204819600,20171204819601,NA,65,0,1,1,0,1,81,1,43333,41000,0,1,0,21,22,0,858
"76477",20171204819600,20171204819602,NA,62,1,1,1,0,1,81,1,49955,49849,0,1,0,25,25,0,960
"76487",20181204743400,20181204743401,0,25,0,2,6,0,1,81,1,35221,35000,0,1,0,21,22,0,400
"76488",20181204743400,20181204743402,0,48,1,2,6,0,1,91,1,36390,36000,0,1,0,21,22,0,462
"76489",20181204743400,20181204743403,0,22,1,2,6,0,1,81,0,0,0,0,1,0,21,0,0,480
"76571",20171204707900,20171204707901,NA,38,0,1,1,0,1,111,1,40000,40000,0,0,0,21,22,0,600
"76572",20171204707900,20171204707902,NA,41,1,1,1,0,1,111,1,55000,55000,0,1,0,21,22,0,1058
"76574",20171204682000,20171204682001,NA,37,1,1,1,0,1,123,1,35522,35000,0,1,0,27,27,0,950
"76575",20171204682000,20171204682002,NA,41,0,1,1,0,1,81,1,60502,60000,0,1,0,21,22,0,1250
"76579",20181204629300,20181204629301,NA,37,1,1,1,0,1,111,1,42372,42000,0,1,0,27,27,0,1038
"76594",20181204588100,20181204588101,NA,48,0,1,1,1,1,73,1,41510,35000,0,1,0,21,22,0,1442
"76595",20181204588100,20181204588102,NA,42,1,1,1,0,1,73,1,42015,42000,0,1,0,21,22,0,600
"76600",20171204700600,20171204700601,NA,37,0,1,1,0,1,111,1,92350,92000,0,1,0,21,22,0,1846
"76605",20181204645700,20181204645702,NA,58,1,1,1,0,1,73,1,15600,15500,0,1,0,21,22,0,416
"76625",20181204649500,20181204649501,NA,49,0,1,1,0,1,123,1,130001,130000,0,0,0,21,22,0,240
"76626",20181204649500,20181204649502,NA,44,1,1,1,0,1,111,1,107002,106000,0,1,0,21,22,0,1125
"76665",20181204664800,20181204664801,NA,48,0,1,1,1,1,111,1,114005,114000,0,1,0,21,22,0,1788
"76666",20181204664800,20181204664802,NA,45,1,1,1,1,1,111,1,101505,95000,0,1,0,25,25,0,1442
"76667",20181204664800,20181204664804,NA,20,1,1,6,0,1,92,1,22850,22850,0,1,0,21,22,0,240
"76668",20181204664800,20181204664803,NA,16,0,1,6,NA,1,40,0,0,0,0,1,0,21,0,0,181
"76679",20181204653100,20181204653103,NA,44,0,1,6,0,1,111,1,62235,62000,0,1,0,21,22,0,1192
"76693",20181204645800,20181204645803,NA,59,1,1,1,0,1,81,1,25001,25000,0,1,0,21,27,0,960
"76700",20171204677700,20171204677701,NA,64,0,1,1,0,1,111,1,46300,45000,0,1,0,21,22,0,480
"76759",20171204750600,20171204750601,NA,50,0,1,1,0,1,111,1,147012,107000,0,1,0,21,22,0,2115
"76760",20171204750600,20171204750602,NA,42,1,1,1,0,1,111,1,40001,40000,0,1,0,21,22,0,808
"76767",20171204724100,20171204724101,NA,66,0,1,1,0,1,125,1,51042,42000,0,1,0,21,22,0,100
"76768",20171204724100,20171204724102,NA,63,1,1,1,0,1,123,1,46258,45000,0,1,0,27,27,1,1923
"76782",20181204632200,20181204632202,NA,23,1,1,6,0,1,92,1,4800,4500,0,0,0,21,22,0,218
"76798",20171204748700,20171204748701,NA,48,0,1,1,0,1,123,1,193150,170000,0,1,0,21,22,0,2885
"76799",20171204748700,20171204748702,NA,40,1,1,1,0,1,123,0,4006,0,0,1,0,21,0,0,80
"76807",20171204717300,20171204717301,NA,49,0,1,1,1,1,123,1,184206,90000,0,1,0,21,22,0,1638
"76808",20171204717300,20171204717302,NA,39,1,1,1,0,1,125,1,280506,268000,0,1,0,21,22,0,2885
"76818",20181204642200,20181204642201,NA,47,1,1,4,0,1,123,1,93700,93000,0,1,0,21,22,0,480
"76819",20181204642200,20181204642203,NA,18,0,1,6,0,1,81,1,2800,1200,0,1,0,21,22,0,315
"76910",20171204671200,20171204671204,0,30,0,6,1,0,1,71,1,25000,25000,0,1,0,21,22,0,1521
"76933",20171204745100,20171204745101,NA,28,0,1,2,0,1,73,1,201300,200000,0,1,0,21,22,0,2885
"76934",20171204745100,20171204745102,NA,35,1,1,2,0,1,111,1,90001,90000,0,1,0,21,22,0,1731
"76945",20171204705700,20171204705701,NA,59,0,1,6,0,1,10,1,95604,62000,0,1,0,21,22,0,858
"76946",20171204692400,20171204692401,0,43,0,1,4,0,1,92,1,38000,38000,0,1,0,27,27,0,1653
"76982",20181204592300,20181204592304,NA,32,1,1,6,0,1,111,1,10000,10000,0,1,0,21,22,0,264
"76991",20181204619100,20181204619101,NA,61,1,1,1,0,1,111,1,100267,85000,0,1,0,21,22,0,1442
"76996",20171204714500,20171204714501,NA,47,1,2,1,0,1,111,1,86196,82000,0,1,0,21,22,0,1600
"76997",20171204714500,20171204714502,NA,48,0,2,1,0,1,81,1,34064,30000,0,1,0,21,22,0,1000
"77027",20181204601500,20181204601501,NA,19,0,6,6,0,1,73,1,20030,6000,0,1,0,21,22,0,680
"77028",20181204624800,20181204624801,NA,39,0,6,1,1,1,123,1,55003,50000,0,1,0,21,22,0,1008
"77029",20181204624800,20181204624802,NA,37,1,6,1,0,1,111,1,28080,28000,0,1,0,21,22,0,680
"77033",20181204600900,20181204600902,0,37,0,6,1,0,1,73,1,27001,27000,0,0,1,21,22,0,550
"77040",20181204591600,20181204591601,NA,58,0,1,6,0,1,111,1,63401,50000,0,1,0,21,22,0,962
"77051",20171204684300,20171204684301,NA,30,0,1,1,0,1,73,1,30000,30000,0,1,0,21,22,0,440
"77052",20171204684300,20171204684302,NA,30,1,1,1,0,1,111,1,16000,16000,0,1,0,21,27,0,398
"77056",20171204681700,20171204681701,NA,41,1,1,1,0,1,111,1,12000,12000,0,1,0,28,22,0,450
"77057",20171204681700,20171204681702,NA,46,0,1,1,0,1,73,1,40001,40000,0,1,0,21,22,0,1442
"77060",20181204587100,20181204587101,0,34,1,2,6,0,1,73,1,18816,14400,0,1,1,21,22,1,750
"77067",20171204673800,20171204673801,NA,19,0,2,6,0,1,81,1,30000,30000,0,1,0,21,22,0,600
"77073",20181204612400,20181204612401,0,25,1,2,1,0,1,111,1,35525,33000,0,1,0,21,22,0,808
"77074",20181204612400,20181204612402,0,26,0,2,1,0,1,81,1,32525,30000,0,1,0,21,22,1,1140
"77086",20171204692500,20171204692501,NA,47,0,1,1,0,1,73,1,100020,100000,0,1,0,21,22,0,1653
"77098",20171204677900,20171204677901,NA,37,0,1,1,0,1,73,1,30000,30000,0,1,0,21,22,0,750
"77099",20171204677900,20171204677902,NA,37,1,1,1,0,1,73,1,30000,30000,0,1,0,28,28,0,1211
"77100",20171204688400,20171204688401,NA,36,0,2,4,0,1,81,1,34000,30000,0,1,0,21,22,0,250
"77110",20181204593200,20181204593201,0,33,0,2,6,0,1,111,1,53017,53000,0,1,0,21,22,0,2308
"77132",20181204677300,20181204677301,NA,46,1,1,1,0,1,123,1,165500,163000,0,1,0,21,22,0,2885
"77135",20181204638200,20181204638202,NA,48,0,1,1,0,1,111,1,207061,207000,0,1,0,21,22,0,2115
"77162",20181204620400,20181204620401,0,59,1,1,5,0,1,81,1,38100,38000,0,1,0,21,22,0,557
"77190",20171204670900,20171204670902,NA,46,1,2,1,0,1,123,1,330055,290000,0,0,0,21,22,0,1400
"77440",20171204746600,20171204746601,0,37,1,1,3,0,1,10,1,21050,20000,0,0,0,21,22,0,359
"77443",20171204729900,20171204729901,NA,48,0,8,1,0,1,91,1,20000,20000,0,1,0,21,22,0,550
"77444",20171204729900,20171204729902,NA,48,1,1,1,0,1,92,1,12000,12000,0,1,0,21,22,0,961
"77458",20181204650100,20181204650101,0,24,0,1,1,0,1,73,1,72001,72000,0,1,0,21,22,0,1370
"77466",20171204715400,20171204715401,0,32,1,1,6,0,1,91,1,30525,30000,0,1,0,21,22,0,577
"77471",20181204628700,20181204628702,NA,24,0,1,1,0,1,73,1,38002,38000,0,1,0,21,22,0,769
"77472",20181204628700,20181204628703,NA,33,0,2,6,0,1,81,1,27000,27000,0,1,0,25,22,0,1140
"77477",20171204743600,20171204743601,0,24,1,2,6,0,1,73,1,30025,30000,0,1,0,21,22,0,577
"77489",20171204759500,20171204759501,1,52,1,2,6,0,1,81,1,38520,38000,0,1,0,21,22,1,1000
"77531",20181204640700,20181204640701,NA,48,1,1,1,0,1,81,1,48050,47000,0,0,0,21,22,0,290
"77532",20181204640700,20181204640702,NA,44,0,1,1,1,1,81,1,61021,36000,0,0,0,27,22,0,600
"77534",20181204640100,20181204640101,NA,48,0,2,1,1,1,92,1,77100,75000,0,1,0,25,25,0,1442
"77535",20181204640100,20181204640102,NA,49,1,2,1,0,1,91,1,63300,62000,0,1,0,27,27,0,1192
"77550",20171204699800,20171204699801,0,48,1,2,6,0,1,123,1,68030,68000,0,1,0,21,22,0,1308
"77555",20181204587900,20181204587901,0,68,1,1,4,0,1,81,1,39169,14600,0,0,0,21,22,0,300
"77558",20171204754800,20171204754801,NA,43,1,1,1,0,1,92,1,70650,69500,0,1,0,21,22,0,1211
"77559",20171204754800,20171204754802,NA,39,0,1,1,0,1,71,1,28000,28000,0,1,0,21,22,0,1000
"77569",20181204617600,20181204617601,0,40,0,1,3,0,1,20,1,34002,34000,0,1,0,21,22,0,650
"77571",20181204617600,20181204617603,0,49,1,1,6,0,1,30,1,24002,24000,0,1,0,21,22,0,480
"77575",20181204613900,20181204613902,0,34,1,1,6,0,1,123,1,60102,60100,0,1,0,21,22,0,1365
"77582",20181204595700,20181204595701,NA,43,0,6,1,0,1,123,1,120050,119000,0,1,0,21,22,0,2885
"77594",20181204588300,20181204588301,0,25,1,1,6,0,1,111,1,79005,77500,0,1,0,21,22,0,1519
"77595",20181204623500,20181204623501,0,32,0,6,2,0,1,125,1,38006,38000,0,1,0,21,22,0,946
"77604",20171204677200,20171204677202,NA,39,1,1,1,0,1,92,1,66002,66000,0,1,0,21,22,0,1200
"77609",20181204616600,20181204616601,0,27,1,1,6,0,1,111,1,47132,47000,0,1,0,27,27,0,750
"77610",20181204616600,20181204616602,0,26,0,1,6,0,1,111,1,100503,100000,0,1,0,21,22,0,1000
"77613",20181204610500,20181204610501,0,24,1,1,6,0,1,111,0,60003,0,0,1,0,21,0,0,96
"77614",20181204596200,20181204596201,NA,30,0,1,6,0,1,125,1,120010,120000,0,1,0,21,22,0,1154
"77627",20171204689300,20171204689301,NA,32,1,8,6,0,1,111,1,55802,55000,0,0,0,25,25,0,1730
"77685",20181204595300,20181204595301,0,21,1,1,6,0,1,81,1,27350,10750,0,1,0,21,22,0,100
"77686",20181204595300,20181204595302,0,22,1,1,6,0,1,81,1,25150,14300,0,1,0,21,22,0,150
"77687",20181204595300,20181204595303,0,21,1,1,6,0,1,81,1,31505,20000,0,1,0,21,22,0,408
"77692",20181204593600,20181204593601,0,20,1,1,6,0,1,71,1,6000,4000,0,1,0,21,22,0,155
