"","CPSID","CPSIDP","public_housing","age","female","race","marital_status","veteran","employed","education","worked_last_year","total_income_last_year","wage_income_last_year","own_farm_income_last_year","private_health_insurance","medicaid","class_of_worker","class_of_worker_last_year","union","earnings"
"77693",20181204593600,20181204593603,0,21,1,1,6,0,1,81,1,4000,4000,0,1,0,27,27,0,100
"77694",20181204593600,20181204593602,0,20,1,1,6,0,1,81,1,3500,3500,0,1,0,27,27,0,87
"77720",20181204621800,20181204621805,1,34,1,2,6,0,1,81,0,0,0,0,1,0,27,0,0,648
"77733",20190304597800,20190304597801,0,52,0,6,1,0,1,123,1,42012,42000,0,1,0,21,22,0,600
"77734",20190304597800,20190304597802,0,62,1,6,1,0,1,81,1,77005,77000,0,1,0,27,27,0,750
"77792",20171204702100,20171204702101,0,67,1,2,4,0,1,111,1,4000,4000,0,0,0,21,22,0,277
"77800",20171204705300,20171204705301,0,38,1,2,6,0,1,73,1,25006,25000,0,1,0,21,22,0,275
"77850",20171204683100,20171204683101,0,26,0,2,6,0,1,81,1,30000,30000,0,1,0,21,22,1,606
"77907",20181204746500,20181204746501,0,22,0,1,6,0,1,73,1,31010,31000,0,0,0,21,22,0,680
"77908",20181204746500,20181204746502,0,22,1,1,6,0,1,81,1,18000,18000,0,0,0,21,22,0,101
"77911",20181204748300,20181204748301,NA,25,1,1,1,0,1,111,1,39600,37150,0,1,0,27,27,0,888
"77912",20181204748300,20181204748302,NA,26,0,1,1,0,1,111,1,39000,38850,0,1,0,27,27,0,300
"77936",20171204837000,20171204837001,0,27,1,2,3,0,1,123,1,40005,40000,0,1,0,21,22,0,877
"77938",20171204833600,20171204833601,0,31,0,2,6,0,1,81,1,45001,45000,0,1,0,21,22,0,606
"77941",20171204833600,20171204833604,0,33,1,2,6,0,1,73,1,22001,22000,0,1,0,21,22,1,790
"77974",20181204726000,20181204726002,NA,29,1,1,1,0,1,73,1,30050,30000,0,0,0,21,22,0,500
"77992",20171204821100,20171204821101,0,27,1,2,6,0,1,91,1,13610,10000,0,1,0,21,22,0,200
"78044",20171204706000,20171204706001,NA,57,1,1,1,0,1,111,1,154250,153000,0,1,0,21,22,0,2885
"78045",20171204706000,20171204706002,NA,50,0,1,1,1,1,81,1,73500,72000,0,1,0,21,22,0,1577
"78048",20171204712700,20171204712702,NA,54,0,1,1,1,1,92,1,90004,90000,0,1,0,21,22,0,1654
"78053",20181204596300,20181204596301,NA,64,1,1,2,0,1,73,1,38000,38000,0,1,0,21,22,0,731
"78059",20181204616500,20181204616502,0,32,1,2,1,0,1,91,1,64050,60000,0,1,0,21,22,0,923
"78066",20171204698300,20171204698301,NA,39,0,1,1,0,1,123,1,70600,68000,0,1,0,21,22,0,1346
"78067",20171204698300,20171204698302,NA,37,1,1,1,0,1,111,1,127600,125000,0,1,0,21,22,0,2404
"78070",20181204605200,20181204605201,0,28,1,2,6,0,1,81,1,19001,19000,0,1,0,28,28,0,693
"78090",20181204667000,20181204667001,NA,52,0,1,1,0,1,123,1,57512,57500,0,1,0,21,22,0,1106
"78091",20181204667000,20181204667002,NA,55,1,1,1,1,1,73,1,75502,75000,0,1,0,21,22,0,1442
"78101",20181204639600,20181204639601,NA,56,1,1,1,0,1,111,1,74081,60080,1000,1,0,21,22,0,2692
"78102",20181204639600,20181204639602,NA,50,0,1,1,0,1,71,0,21201,0,0,1,0,21,0,0,2308
"78110",20171204700900,20171204700902,NA,43,1,2,6,0,1,111,1,28800,28800,0,1,0,21,22,0,800
"78120",20181204596400,20181204596401,0,44,1,1,1,0,1,30,1,10000,10000,0,1,0,21,22,0,480
"78121",20181204596400,20181204596402,0,46,0,1,1,0,1,111,1,125000,125000,0,1,0,21,22,0,2885
"78276",20181204632700,20181204632701,NA,43,0,1,1,0,1,111,1,19103,19100,0,1,0,21,22,0,400
"78277",20181204632700,20181204632702,NA,41,1,1,1,0,1,81,1,29503,32000,0,1,0,21,22,0,769
"78278",20181204632700,20181204632703,NA,29,0,1,6,0,1,60,1,7301,7000,0,1,0,21,22,0,39
"78279",20181204632700,20181204632704,NA,28,0,1,6,0,1,81,1,14502,10000,0,1,0,21,22,0,140
"78293",20171204729400,20171204729401,NA,47,1,1,1,0,1,111,1,79000,79000,0,1,0,21,22,0,1519
"78294",20171204729400,20171204729402,NA,51,0,1,1,0,1,73,1,27000,27000,0,1,0,21,22,0,519
"78325",20181204748000,20181204748001,0,25,1,2,6,0,1,111,1,76504,76000,1,1,0,21,22,0,225
"78326",20171204818400,20171204818401,0,23,1,1,6,0,1,81,1,11000,5000,0,1,0,21,22,0,650
"78330",20171204806600,20171204806601,NA,54,0,1,3,0,1,92,1,65759,65000,0,1,0,21,22,0,1500
"78426",20181204723300,20181204723301,NA,46,1,1,1,0,1,123,1,37006,37000,0,1,0,27,27,0,712
"78427",20181204723300,20181204723302,NA,51,0,1,1,0,1,73,1,58006,58000,0,1,0,21,22,0,1115
"78428",20181204723300,20181204723304,NA,20,0,1,6,0,1,73,1,16004,16000,0,1,0,21,22,0,400
"78435",20181204742100,20181204742101,NA,46,1,1,4,0,1,73,1,39480,31500,0,1,0,21,22,0,599
"78442",20171204836300,20171204836301,NA,53,0,1,1,0,1,91,1,34005,34000,0,1,0,21,22,0,550
"78443",20171204836300,20171204836302,NA,49,1,1,1,0,1,123,1,55004,55000,0,1,0,27,27,0,1038
"78444",20171204836300,20171204836304,NA,18,0,1,6,0,1,71,1,7284,7280,0,1,0,21,22,0,140
"78449",20171204836600,20171204836601,0,58,0,1,1,0,1,124,1,27041,27040,0,1,0,21,22,0,520
"78450",20171204836600,20171204836602,0,54,1,1,1,0,1,123,1,28081,28080,0,1,0,21,22,0,540
"78557",20181204734400,20181204734403,NA,21,0,1,6,0,1,81,1,35000,35000,0,1,0,21,22,0,600
"78566",20181204746600,20181204746605,NA,33,1,6,1,0,1,73,1,23000,23000,0,1,0,21,22,0,480
"78568",20181204746600,20181204746602,NA,26,1,6,6,0,1,111,1,28000,28000,0,1,0,21,22,0,600
"78569",20181204719800,20181204719801,NA,22,0,1,6,0,1,73,1,27001,22000,0,1,0,21,22,0,315
"78570",20181204719800,20181204719804,NA,18,0,1,6,0,1,60,1,4250,4250,0,1,0,21,22,0,213
"78571",20181204719800,20181204719803,NA,50,0,1,1,0,1,60,1,40000,40000,0,1,0,21,22,0,623
"78572",20181204719800,20181204719802,NA,47,1,1,1,0,1,60,1,40000,40000,0,1,0,21,22,0,600
"78597",20181204723900,20181204723901,NA,49,1,1,3,0,1,111,1,58047,50000,0,1,0,28,28,0,646
"78616",20171204837400,20171204837402,NA,44,0,2,6,0,1,81,1,42005,42000,0,1,0,28,28,0,808
"78619",20181204735700,20181204735701,NA,55,1,6,4,0,1,73,1,37702,36000,0,1,0,21,22,0,642
"78620",20181204735700,20181204735702,NA,57,1,6,3,0,1,81,1,5520,5520,0,1,0,21,22,0,120
"78634",20171204823900,20171204823901,NA,24,1,1,1,0,1,81,1,30101,30000,0,0,0,21,22,0,333
"78645",20181204729900,20181204729901,0,28,1,2,6,0,1,73,1,18002,18002,0,0,0,21,22,0,200
"78649",20171204815700,20171204815702,NA,20,1,1,1,0,1,71,0,0,0,0,1,0,21,0,0,213
"78731",20171204717200,20171204717201,NA,58,0,1,1,0,1,111,1,70000,45000,0,1,0,27,27,0,865
"78732",20171204717200,20171204717202,NA,51,1,1,1,0,1,92,1,50000,50000,0,1,0,21,22,0,962
"78733",20171204717200,20171204717204,NA,23,1,1,6,0,1,111,1,26000,26000,0,1,0,28,28,0,500
"78734",20171204717200,20171204717203,NA,22,0,1,6,0,1,81,1,11000,11000,0,1,0,21,22,0,1000
"78735",20171204748600,20171204748601,0,18,1,1,6,0,1,60,1,14000,14000,0,0,0,21,22,0,181
"78736",20171204748600,20171204748604,0,22,0,1,6,0,1,73,1,10000,10000,0,0,0,21,22,0,420
"78772",20171204740200,20171204740207,NA,34,1,1,6,0,1,73,1,2020,2000,0,0,0,21,22,0,250
"78774",20171204740200,20171204740203,NA,26,1,8,6,0,1,73,1,37612,23000,0,0,0,21,22,0,560
"78819",20171204720500,20171204720501,NA,54,1,2,6,0,1,124,1,64000,54000,0,1,0,27,22,0,1153
"78821",20190104597300,20190104597301,0,27,1,1,6,0,1,111,1,150451,149000,0,0,0,21,22,0,1250
"78822",20190104597300,20190104597302,0,29,0,1,6,0,1,111,1,83633,78000,0,1,0,21,22,0,1154
"78826",20171204762200,20171204762201,0,50,1,2,6,0,1,73,1,19100,17000,0,0,1,21,22,0,327
"78830",20181204643800,20181204643801,NA,45,1,6,6,0,1,111,1,148765,146000,0,1,0,21,22,0,2885
"78834",20181204624100,20181204624101,0,35,0,1,6,0,1,91,1,45000,45000,0,1,0,21,22,0,865
"78835",20181204591000,20181204591001,0,23,0,2,6,0,1,73,1,32400,32400,0,1,0,21,22,0,600
"78837",20171204720300,20171204720302,NA,61,1,1,1,0,1,73,1,30000,30000,0,1,0,28,28,0,577
"78839",20171204755300,20171204755301,0,33,0,1,6,0,1,73,1,20800,20800,0,0,0,21,22,0,400
"78840",20171204733300,20171204733302,0,33,1,1,2,0,1,30,1,25005,15000,0,0,1,21,22,0,481
"78841",20171204733300,20171204733305,0,16,0,1,6,NA,1,40,1,2400,2400,0,0,1,21,22,0,140
"78846",20171204672000,20171204672001,NA,33,0,1,6,0,1,124,1,40000,30000,0,1,0,21,22,0,577
"78847",20171204672000,20171204672002,NA,30,0,1,6,0,1,111,1,41000,40000,0,1,0,21,22,0,769
"78850",20171204763300,20171204763301,0,65,1,1,1,0,1,81,1,15001,15000,0,0,1,21,22,0,795
"78874",20181204594500,20181204594503,0,27,0,1,4,0,1,73,1,40700,40000,0,1,0,21,22,0,769
"78885",20181204609900,20181204609901,NA,43,0,1,6,0,1,73,1,71175,70500,0,1,0,21,22,0,1304
"78917",20181204609100,20181204609101,0,29,0,1,1,0,1,50,1,175000,175000,0,1,0,21,22,0,640
"78918",20181204609100,20181204609102,0,26,1,1,1,0,1,73,1,13000,13000,0,1,0,21,22,0,260
"78923",20181204591300,20181204591301,0,27,0,1,1,0,1,111,1,27102,27000,0,1,0,21,22,0,385
"78924",20181204591300,20181204591302,0,25,1,1,1,0,1,81,1,7016,7000,0,1,0,21,22,0,96
"78925",20181204607600,20181204607601,0,25,0,2,6,0,1,111,1,32000,32000,0,1,0,21,22,0,788
"78940",20171204731700,20171204731701,NA,53,1,1,1,0,1,111,1,16100,15600,0,1,0,21,14,0,140
"78941",20171204731700,20171204731702,NA,53,0,1,1,0,1,111,1,189163,180000,0,1,0,21,22,0,1461
"78982",20181204598700,20181204598701,NA,53,1,1,1,0,1,73,1,43672,41000,0,1,0,21,22,0,788
"78983",20181204598700,20181204598702,NA,53,0,1,1,0,1,73,1,44327,44315,0,1,0,21,22,0,1653
"78984",20181204598700,20181204598704,NA,25,0,1,6,0,1,73,1,20011,20000,0,1,0,21,22,0,385
"78985",20181204598700,20181204598703,NA,16,1,1,6,NA,1,50,1,1200,1200,0,1,0,21,22,0,136
"79008",20181204663600,20181204663601,NA,48,1,1,1,0,1,92,1,35457,35000,0,1,0,21,22,0,700
"79009",20181204663600,20181204663602,NA,53,0,1,1,1,1,123,1,111474,105000,0,1,0,21,22,0,1731
"79018",20171204720600,20171204720601,0,25,1,1,1,0,1,81,1,45000,44000,0,1,0,21,22,0,192
"79019",20171204720600,20171204720605,0,33,0,1,1,0,1,73,1,90020,63000,0,1,0,21,22,0,200
"79021",20181204644000,20181204644001,NA,38,1,1,1,0,1,124,1,148502,148000,0,1,0,27,27,0,1176
"79035",20171204680900,20171204680901,NA,25,0,2,6,0,1,111,1,76926,69000,0,1,0,21,22,0,1625
"79036",20171204680900,20171204680902,NA,30,0,1,6,0,1,111,1,50000,50000,0,0,0,21,22,0,769
"79048",20171204692800,20171204692801,NA,50,1,1,1,0,1,111,1,25000,25000,0,1,0,21,22,0,510
"79049",20171204692800,20171204692802,NA,45,0,1,1,0,1,111,1,73011,73000,0,1,0,21,22,0,400
"79066",20171204704000,20171204704001,0,27,1,1,1,0,1,123,1,127000,100000,0,1,0,21,22,0,1730
"79067",20171204704000,20171204704002,0,28,0,1,1,0,1,111,1,74600,74400,0,1,0,21,22,0,769
"79085",20181204602800,20181204602801,0,40,1,1,1,0,1,73,1,6000,6000,0,0,0,21,22,0,158
"79088",20181204602800,20181204602804,0,16,1,1,6,NA,1,50,1,8000,8000,0,0,0,21,22,0,176
"79102",20171204739500,20171204739501,NA,35,1,1,1,0,1,123,1,76000,75000,0,1,0,21,22,0,1057
"79103",20171204739500,20171204739502,NA,45,0,1,1,0,1,111,1,147250,130000,0,1,0,21,22,0,2115
"79112",20181204658000,20181204658001,NA,51,1,1,1,0,1,111,1,10050,10000,0,1,0,25,22,1,540
"79113",20181204658000,20181204658002,NA,60,0,1,1,0,1,81,1,90051,90000,0,1,0,25,22,0,2000
"79132",20171204725100,20171204725101,NA,44,0,1,1,0,1,10,1,32000,32000,0,0,1,21,22,0,400
"79134",20171204725100,20171204725102,NA,16,0,1,6,NA,1,40,0,0,0,0,0,1,21,0,0,200
"79137",20171204752200,20171204752201,0,32,1,1,6,0,1,73,1,76001,76000,0,1,0,28,22,0,550
"79138",20171204752200,20171204752202,0,21,0,1,6,0,1,92,1,45015,45000,0,1,0,21,22,0,800
"79150",20190104673400,20190104673401,0,22,1,2,6,0,1,73,1,25000,25000,0,1,0,21,22,0,211
"79343",20171204738600,20171204738606,NA,56,1,1,5,0,1,73,1,33400,24000,0,1,0,21,22,0,420
"79349",20190204643400,20190204643401,NA,33,1,1,1,0,1,81,1,34020,33000,0,1,0,21,22,0,712
"79350",20190204643400,20190204643402,NA,36,0,1,1,0,1,123,1,45110,45000,0,1,0,27,27,0,1923
"79408",20181204633400,20181204633401,NA,30,0,1,1,0,1,92,1,65030,65000,0,1,0,21,22,0,1477
"79409",20181204633400,20181204633402,NA,30,1,1,1,0,1,92,1,38085,38000,0,1,0,28,28,0,550
"79423",20181204589200,20181204589201,NA,58,1,2,1,0,1,123,1,34074,34000,0,1,0,27,27,0,1923
"79424",20181204589200,20181204589202,NA,61,0,2,1,0,1,123,1,117564,108000,0,1,0,21,22,0,2885
"79449",20171204706400,20171204706401,NA,72,1,2,4,0,1,81,1,69579,24114,0,1,0,21,22,0,163
"79451",20171204706400,20171204706403,NA,65,0,2,4,0,1,81,1,40980,36500,0,1,0,21,22,0,961
"79478",20181204605600,20181204605601,NA,31,0,2,1,0,1,111,1,40003,40000,0,1,0,21,22,0,769
"79479",20181204605600,20181204605602,NA,32,1,2,1,0,1,111,1,30011,30000,0,1,0,21,22,0,558
"79492",20181204643000,20181204643001,NA,54,0,1,1,0,1,73,1,358150,350000,0,1,0,21,22,0,750
"79585",20181205612700,20181205612701,NA,56,0,1,1,0,1,92,1,69000,69000,0,1,0,21,22,0,1731
"79662",20181205612100,20181205612101,NA,42,1,1,1,0,1,124,1,85211,85000,0,0,0,28,22,0,826
"79663",20181205612100,20181205612102,NA,68,0,1,1,0,1,92,1,90000,90000,0,1,0,28,28,1,1440
"79692",20181205595600,20181205595601,0,25,1,1,6,0,1,111,1,22100,22000,0,1,0,21,22,0,673
"79761",20171205717400,20171205717401,NA,63,1,2,1,0,1,111,1,22000,22000,0,1,0,28,28,0,1923
"79833",20181205595700,20181205595701,NA,48,1,1,4,0,1,73,1,26200,26000,0,1,0,21,22,0,500
"79856",20181205616900,20181205616901,0,46,0,1,4,0,1,81,1,52020,52000,0,1,0,28,28,0,1000
"79858",20181205616900,20181205616903,0,43,1,1,6,0,1,111,1,55020,55000,0,1,0,21,22,0,1058
"79859",20181205612200,20181205612201,NA,59,1,1,6,0,1,111,1,55725,55000,0,1,0,21,22,0,615
"79899",20181205602900,20181205602901,0,37,0,2,6,0,1,81,1,150020,150000,0,1,0,21,22,0,840
"79901",20181205602900,20181205602903,0,31,1,2,6,0,1,73,1,30600,30000,0,1,0,21,22,0,480
"79903",20171205719900,20171205719902,NA,64,0,2,1,0,1,60,1,42003,42000,0,1,1,21,22,0,640
"79908",20171205705900,20171205705901,0,54,0,2,1,1,1,73,1,25000,25000,0,0,1,21,22,0,720
"79909",20171205705900,20171205705902,0,54,1,2,1,1,1,92,1,41023,39000,0,1,1,21,22,0,880
"79951",20171205699000,20171205699001,0,38,0,2,1,1,1,123,1,67000,67000,0,0,1,27,28,0,769
"80013",20181205599600,20181205599601,0,56,1,2,4,0,1,125,1,94500,35000,0,1,0,21,22,0,500
"80049",20190205610000,20190205610002,0,50,1,3,3,0,1,73,1,15000,15000,0,0,0,21,22,0,520
"80075",20171205660600,20171205660602,NA,60,0,1,1,0,1,73,1,42511,42500,0,1,0,21,22,0,400
"80077",20171205645100,20171205645101,0,30,0,1,2,0,1,73,1,482000,80000,0,1,0,21,22,0,961
"80089",20171205672400,20171205672401,NA,34,0,1,1,0,1,81,1,28394,28321,0,0,0,21,22,0,923
"80090",20171205672400,20171205672402,NA,39,1,1,1,0,1,111,1,8000,8000,0,0,0,21,22,0,384
"80096",20171205678400,20171205678401,NA,40,0,1,2,1,1,123,1,80035,80000,0,1,0,21,22,0,2885
"80097",20181205570500,20181205570501,0,45,1,1,6,0,1,73,1,8000,8000,0,0,0,21,22,0,360
"80098",20181205594200,20181205594201,0,38,0,6,1,0,1,81,1,35000,35000,0,1,0,21,22,0,1200
"80099",20181205594200,20181205594202,0,38,1,1,1,0,1,111,1,74021,74000,0,1,0,21,22,0,2500
"80107",20181205556800,20181205556801,NA,66,0,1,1,0,1,124,1,59190,25000,0,0,0,21,22,0,481
"80108",20181205556800,20181205556802,NA,62,1,1,1,0,1,124,1,48000,48000,0,1,0,21,22,0,962
"80116",20171205646500,20171205646501,0,34,1,1,1,0,1,111,1,58248,58000,0,1,0,21,22,1,923
"80117",20171205646500,20171205646502,0,40,0,1,1,0,1,111,1,52205,52000,0,1,0,21,22,1,1038
"80119",20181205542000,20181205542001,NA,34,0,1,1,0,1,73,1,54000,50000,0,1,0,21,22,0,962
"80120",20181205542000,20181205542002,NA,34,1,1,1,0,1,111,1,48599,45500,0,1,0,21,22,0,894
"80124",20181205578900,20181205578902,NA,69,0,1,1,1,1,125,1,90050,90000,0,1,0,21,28,0,1600
"80127",20181205575900,20181205575901,NA,52,0,1,1,0,1,124,1,150200,150000,0,1,0,21,22,0,2885
"80128",20181205575900,20181205575902,NA,49,1,1,1,0,1,111,1,65200,65000,0,1,0,21,22,0,1442
"80136",20171205688200,20171205688201,NA,35,1,1,1,0,1,123,1,45005,42000,0,1,0,27,27,1,165
"80137",20171205688200,20171205688202,NA,38,0,1,1,0,1,111,1,91895,91500,0,1,0,21,22,0,1769
"80152",20181205581100,20181205581101,NA,38,1,1,1,0,1,111,1,50500,49500,0,1,0,21,22,0,1769
"80153",20181205581100,20181205581102,NA,42,0,1,1,0,1,91,1,88000,86000,0,1,0,21,22,0,2885
"80156",20181205554500,20181205554501,NA,31,1,1,1,0,1,81,1,23017,23000,0,1,0,21,22,0,576
"80159",20181205548800,20181205548801,NA,61,0,1,1,0,1,73,1,15000,15000,0,1,0,21,22,0,352
"80160",20181205548800,20181205548802,NA,61,1,1,1,0,1,111,1,26000,26000,0,1,0,27,27,0,2500
"80172",20181205585900,20181205585901,NA,25,1,1,6,0,1,73,1,43298,43296,0,1,0,21,22,0,1000
"80173",20181205585900,20181205585902,NA,24,1,1,6,0,1,92,1,35531,33280,0,1,0,21,22,0,520
"80229",20171205675200,20171205675201,0,58,1,1,1,0,1,91,1,31200,31200,0,0,0,21,22,0,480
"80230",20171205675200,20171205675202,0,59,0,1,1,1,1,73,1,118000,100000,0,0,0,21,22,0,980
"80233",20181205569000,20181205569001,0,55,0,1,1,0,1,81,1,49062,45000,0,1,0,21,22,0,1115
"80234",20181205569000,20181205569002,0,57,1,1,1,0,1,73,1,26001,26000,0,1,0,21,22,0,415
"80235",20181205569000,20181205569003,0,37,0,1,1,0,1,81,1,85018,85000,0,1,0,21,22,0,769
"80236",20181205569000,20181205569006,0,37,1,1,1,0,1,91,1,1000,1000,0,1,0,21,22,1,197
"80258",20181205591500,20181205591501,NA,56,0,2,1,1,1,91,1,82200,75000,0,0,0,21,22,0,1442
"80264",20181205575100,20181205575101,NA,65,1,1,1,0,1,111,1,60000,60000,0,1,0,21,22,0,1154
"80265",20181205575100,20181205575102,NA,57,0,1,1,0,1,81,1,60000,60000,0,1,0,21,22,0,1154
"80269",20171205684100,20171205684101,1,40,0,2,1,0,1,81,1,44300,43200,0,0,0,21,22,0,650
"80316",20171205635300,20171205635301,NA,57,0,1,1,1,1,111,1,35506,34000,0,1,0,21,22,0,2125
"80317",20171205635300,20171205635302,NA,53,1,1,1,0,1,73,1,33050,32000,0,1,0,21,22,0,1615
"80318",20171205637500,20171205637501,NA,43,0,1,1,0,1,111,1,64782,63000,0,1,0,21,22,0,2885
"80319",20171205637500,20171205637502,NA,41,1,1,1,0,1,111,1,45350,45000,0,1,0,21,22,0,1107
"80352",20181205534700,20181205534701,NA,69,1,1,5,0,1,111,1,59232,31500,0,1,0,21,22,0,225
"80353",20181205531200,20181205531201,NA,46,0,1,1,0,1,92,1,57030,57000,0,1,0,21,22,0,1300
"80354",20181205531200,20181205531202,NA,46,1,1,1,0,1,123,1,61000,60000,0,1,0,28,27,0,826
"80357",20181205535300,20181205535301,NA,57,0,1,1,0,1,123,1,168007,118000,0,1,0,21,22,0,2692
"80358",20181205535300,20181205535302,NA,55,1,1,1,0,1,73,1,22000,22000,0,1,0,21,22,0,269
"80375",20171205674700,20171205674701,NA,61,0,1,1,0,1,111,1,50000,50000,0,1,0,21,22,0,2352
"80377",20181205540400,20181205540401,NA,44,1,1,1,0,1,124,1,225601,220000,0,1,0,21,22,0,1307
"80378",20181205540400,20181205540402,NA,48,0,1,1,0,1,123,1,179456,175000,0,1,0,21,27,0,2500
"80392",20171205687800,20171205687802,NA,42,0,1,1,0,1,123,1,105252,105131,0,1,0,21,22,0,2307
"80393",20171205687800,20171205687805,NA,47,1,1,1,0,1,111,1,47581,47500,0,1,0,21,22,0,1346
"80398",20171205631500,20171205631501,0,34,1,2,6,0,1,73,0,0,0,0,0,0,21,0,0,276
"80402",20181205541200,20181205541204,NA,25,1,1,6,0,1,111,1,18000,18000,0,1,0,27,27,0,144
"80403",20181205541200,20181205541203,NA,24,1,1,6,0,1,111,1,10152,10000,0,1,0,27,27,0,461
"80431",20171205637700,20171205637701,0,60,1,2,6,0,1,73,1,30000,30000,0,1,0,21,22,0,500
"80433",20171205631600,20171205631601,0,37,1,2,6,0,1,73,1,24870,22000,0,1,0,21,25,0,880
"80442",20181205538800,20181205538801,0,33,1,1,6,0,1,111,1,48021,41000,0,1,0,21,22,0,788
"80485",20171205676200,20171205676201,NA,50,1,1,1,0,1,92,1,65651,65500,0,1,0,27,27,0,1800
"80486",20171205676200,20171205676202,NA,53,0,1,1,0,1,92,1,105557,105000,0,1,0,21,22,0,1154
"80567",20181205561200,20181205561201,0,55,0,1,4,0,1,73,1,46000,46000,0,1,0,21,22,0,800
"80594",20181205544200,20181205544201,NA,39,1,2,6,0,1,81,1,52,52,0,1,0,21,22,0,40
"80602",20171205642500,20171205642501,NA,65,1,1,3,0,1,92,1,80019,60000,0,1,0,21,22,0,971
"80623",20181205561600,20181205561601,NA,56,0,1,1,0,1,73,1,36435,36400,0,1,0,21,22,0,850
"80626",20181205562200,20181205562203,NA,26,1,1,6,0,1,81,1,33100,33000,0,1,0,21,22,0,115
"80627",20181205562200,20181205562202,NA,21,0,1,6,1,1,73,1,20010,20000,0,1,0,21,22,0,500
"80628",20181205562200,20181205562204,NA,20,1,1,6,0,1,73,1,30310,6310,12000,1,0,21,22,0,961
"80651",20171205679000,20171205679001,0,38,1,1,1,0,1,73,1,23000,23000,0,0,0,21,22,0,400
"80652",20171205679000,20171205679002,0,42,0,1,1,0,1,73,1,36100,36000,0,1,0,21,22,0,1346
"80654",20171205683100,20171205683101,0,64,1,1,4,0,1,50,1,54859,38000,0,1,0,21,22,0,600
"80657",20181205570100,20181205570101,NA,40,0,2,6,0,1,111,1,19000,19000,0,1,0,21,22,0,865
"80666",20171205692700,20171205692701,NA,63,0,1,1,1,1,123,1,151200,150000,0,1,0,21,22,0,1961
"80667",20171205692700,20171205692702,NA,57,1,1,1,0,1,123,1,60183,60000,0,1,0,21,22,1,323
"80699",20171205691800,20171205691801,NA,67,0,1,1,0,1,123,1,39056,5000,0,0,0,21,22,0,113
"80777",20181205644400,20181205644401,NA,52,1,1,4,0,1,73,1,84072,84000,0,1,0,21,22,0,1153
"80783",20171205733000,20171205733001,NA,59,0,1,1,0,1,73,1,65000,65000,0,1,0,27,27,0,1552
"80791",20181205642900,20181205642901,NA,31,0,1,1,0,1,111,1,101501,100000,0,1,0,21,22,0,2115
"80805",20181205638200,20181205638203,NA,26,0,1,6,0,1,81,1,121001,120000,0,1,0,21,22,0,2038
"80806",20181205638200,20181205638202,NA,26,0,1,6,0,1,111,1,37000,25000,0,0,0,21,22,0,1635
"80809",20181205626500,20181205626501,NA,37,1,1,1,0,1,111,1,20000,20000,0,1,0,21,22,0,828
"80810",20181205626500,20181205626502,NA,39,0,1,1,0,1,91,1,85150,85000,0,1,0,21,22,0,1635
"80813",20181205641900,20181205641901,NA,56,0,2,4,1,1,81,1,248604,94000,0,0,0,21,22,0,1754
"80814",20181205641900,20181205641903,NA,32,0,2,6,0,1,81,1,42000,42000,0,1,0,21,22,0,961
"80821",20171205736000,20171205736001,NA,66,0,1,1,0,1,91,1,183920,177000,0,1,0,21,22,0,1075
"80822",20171205736000,20171205736002,NA,66,1,1,1,0,1,73,1,42471,13200,0,1,0,21,28,0,108
"80824",20181205635300,20181205635302,NA,54,1,1,1,0,1,81,1,50000,50000,0,1,0,21,22,0,1615
"80828",20171205745000,20171205745001,NA,45,0,1,1,0,1,92,1,56878,54978,0,1,0,21,22,0,1600
"80829",20171205745000,20171205745002,NA,45,1,1,1,0,1,111,1,55365,55000,0,1,0,27,28,0,577
"80832",20171205742700,20171205742701,NA,61,1,1,5,0,1,73,1,56000,56000,0,0,0,21,22,0,738
"80833",20171205742700,20171205742705,NA,40,0,1,4,0,1,73,1,19010,19000,0,1,0,27,22,0,800
"80834",20171205742700,20171205742704,NA,33,0,1,6,0,1,73,1,24300,24200,0,1,0,27,22,1,692
"80835",20171205742700,20171205742702,NA,28,1,1,1,0,1,73,1,44001,44000,0,1,0,21,22,0,480
"80836",20171205742700,20171205742708,NA,29,0,1,1,0,1,73,1,162003,162001,1,1,0,27,22,0,880
"80837",20171205742700,20171205742703,NA,29,1,1,6,0,1,73,1,18496,3000,0,1,1,21,22,1,561
"80840",20171205742700,20171205742709,NA,33,1,1,3,0,1,73,1,7200,7200,0,0,0,21,22,0,480
"80847",20171205721900,20171205721901,NA,66,0,1,1,1,1,123,1,168101,157000,0,0,0,21,22,0,2885
"80848",20171205721900,20171205721902,NA,66,1,1,1,0,1,111,1,36309,20000,0,0,0,21,22,0,400
"80850",20171205722700,20171205722701,NA,50,1,1,1,0,1,91,1,15000,15000,0,1,0,21,22,0,390
"80853",20181205619400,20181205619401,NA,49,1,1,5,0,1,81,1,49040,44000,0,1,0,21,22,0,520
"80859",20181205649900,20181205649901,NA,71,0,1,1,1,1,123,0,58219,0,0,1,0,21,0,0,160
"80971",20171205695000,20171205695002,NA,61,1,1,1,0,1,73,1,30100,30000,0,1,0,21,22,0,512
"80972",20171205678500,20171205678501,0,40,0,1,6,0,1,73,1,36087,35000,0,1,0,21,22,0,673
"80973",20171205678500,20171205678502,0,25,0,1,6,0,1,73,1,26000,26000,0,1,0,21,22,0,500
"80979",20171205690800,20171205690801,NA,57,1,1,6,0,1,123,1,53086,50000,0,1,0,21,22,0,962
